단체활동에서 의견 충돌이 일어날 경우 어떻게 해결하겠습니까?,2,1
대인관계에서 가장 중요하게 생각하는 것은 무엇입니까?,2,1
오늘 면접 보는 지원자들 중 누가 제일 먼저 말을 걸었습니까?,2,1
"봉사활동을 특별히 많이 했는데, 기업의 사회 환원 활동에 대한 본인의 생각은 어떠합니까?",3,1
가장 존경하는 인물은 누구입니까?,3,1
가장 인상 깊게 본 영화 한 편과 이유는 무엇입니까?,3,1
"야구에 관심이 많다고 했는데, 우리 회사 소속 야구팀이 계속 지고 있는 이유는 무엇이라고 생각합니까?",3,1
"가장 존경하는 인물로 부모님을 언급했는데, 그 이유는 무엇입니까?",3,1
"매일 아침 신문을 읽는다고 했는데, 오늘 아침 신문의 톱기사는 무엇입니까?",3,1
한 달에 책을 몇 권 정도 읽나요?,3,1
본인만의 스트레스 해소법에 대해 이야기해주세요.,3,1
정보를 수집할 때 효율적인 자신만의 방안은 무엇입니까?,3,1
공익과 사익 중 무엇을 더 추구해야 한다고 생각합니까?,3,1
"평소에 결정할 때 과감하게 하는 편입니까, 신중하게 하는 편입니까?",3,1
"본인의 가치관에 대해 말해보고, 그 가치관이 당사에서 어떻게 발휘될 것인가를 설명해보세요.",3,1
만약 당신이 일할 때 로비나 뒷거래가 일어난다면 어떻게 하겠습니까?,3,1
당신이 면접관이라면 어떤 것을 중심으로 평가하겠습니까?,4,1
"한 달을 시한부로 살 수 있고, 한 달 동안 5,000 만원의 돈이 주어진다면 어떻게 사용하겠습니까?",4,1
빨간 벽돌을 건축자재 외에 사용할 수 있는 용도를 5 가지 말해보세요.,4,1
아침에 일어났더니 읽지 않은 이메일이 2000통이나 와 있습니다. 이중 시간적으로 300통만 회신할 수 있다면 어떤 것부터 하겠습니까?,4,1
억이 생기면 무엇이 하고 싶습니까?,4,1
전국에 치킨집이 몇 개가 있을 것 같습니까?,4,1
"차세계대전이 일어나 10명만 살아났는데, 끝까지 살아남기 위해서는 7명만이 과학자가 개발한 캡슐로 들어가야 합니다. 현재 변호사와 그 아내, 대학 1학년 여대생, 프로축구 선수, 소설가, 지성파 여배우, 과학자, 경찰, 목사, 유학생 등 10명이 있는데, 당신이 결정권자라면 어떻게 하겠습니까?",4,1
"애인이 친한 친구와 바람을 피면 누구를 택하겠습니까, 만약 또 그 반대 상황이라면 어떻게 하겠습니까?",4,1
서울 시내에 있는 중국집 전체의 하루 판매량을 논리적인 근거를 제시하여 정량을 계산하시오.,4,1
아이들을 웃게 하는 방법은 무엇입니까?,4,1
가 무슨 뜻입니까?,4,1
자신이 얼마짜리 사람이라고 생각합니까?,4,1
"자기소개서에 ‘활달하고 수다를 좋아한다’고 했는데, 1분 동안 면접관을 웃겨보세요.",4,1
"자기 자신을 잘 표현할 수 있는 그림을 그리세요. 그리고 그 그림을 통해 3분 동안 자기 자신에 대해 설명하고, 입사한 동기와 연관 지어 설명해보세요.",4,1
다른 회사도 지원했습니까?,5,1
다른 회사는 전형이 어디까지 진행되었습니까?,5,1
다른 회사에도 합격하면 어느 회사에 입사할 것입니까?,5,1
"열심히 일하겠다고 밝혔는데, 구체적인 계획은 무엇입니까?",5,1
"우리 회사에 지원했다가 떨어진 이력이 있는데, 그 때는 왜 떨어진 것 같으며, 다시 지원한 이유는 무엇입니까?",5,1
다른 회사에 지원했다가 떨어진 이유가 무엇입니까?,5,1
면접을 본 다른 기업이 있습니까?,5,1
우리 회사에 떨어진다면 어떻게 할 생각입니까?,5,1
본인이 오늘 면접에 떨어진다면 이유가 무엇이겠습니까?,5,1
직무가 바뀌어도 괜찮습니까?,5,1
입사 후 희망 부서에 배치가 되지 않는다면?,5,1
다른 지원자에 비해 스펙이 부족한 것 같은데 어떻게 생각하세요?,5,1
스펙이 굉장히 좋은데 왜 이 일을 하려고 하나요?,5,1
해외 경험이 많은데 경비를 어떻게 조달했나요?,5,1
"군대 면제인데, 그 이유는 무엇인가요?",5,1
"업무에 도움이 될 만한 자격증이 없는데, 업무 하는데 지장이 있지 않을까요?",5,1
"개인과 조직, 어느 것이 더 중요하다고 생각합니까?",5,1
기존 직원들보다 나이가 많은데 어울릴 수 있는지?,5,1
학점이 낮은 이유에 대해서 설명해주세요.,5,1
"학점이 다른 지원자에 비해서 높은데, 공부만 하셨나요?",5,1
가장 학점이 높은 과목과 낮은 과목에 대해서 말해보세요.,5,1
"스트레스를 잘 받을 것 같은데, 실제로는 어떤가요?",5,1
"외동이신데, 사람들과의 관계는 어떤가요?",5,1
여자가 사회생활에 더 불리하다고 생각하나요?,5,1
공백기에 대해 설명해주세요. /졸업 후 지금까지 뭐했습니까?,5,1
동기들보다 급여 처우가 안 좋다는 것을 알게 된다면 어떻게 대처하겠습니까?,5,1
자신의 옆의 두 명보다 어떤 점이 뛰어나 뽑혀야만 된다고 생각합니까?,5,1
몇 번째 면접입니까? 그 동안 왜 떨어졌다고 생각합니까?,5,1
해당 직무와 전공이 맞지 않은데 왜 지원을 했나요?,6,1
해당 업종의 최근 이슈에 대해서 말해보세요.,6,1
지원 직무를 위해서 본인이 준비한 것은 무엇입니까?,6,1
우리 회사 매장에 다녀온 소감이나 개선해야 할 점을 말해보세요.,6,1
우리 회사의 사업분야에 대해 아는 대로 설명해주세요.,6,1
우리 회사의 인재상 중 본인에 해당하는 한 가지와 그 이유에 대해 말해보세요.,6,1
우리 회사의 장단점에 대해 설명해주세요.,6,1
우리 회사의 이미지에 대해 이야기해주세요.,6,1
우리 회사에 궁금한 점이나 질문이 있나요?,6,1
지원한 직무가 본인에게 잘 맞는 직무라고 생각하나요?,6,1
우리 회사를 알게 된 경로는 무엇인가요?,6,1
"조직을 이해하는 관점이 중요한데, 우리 회사의 핵심 가치는 무엇이라고 생각합니까?",6,1
우리 회사가 나아가야 할 방향이 무엇이라고 생각합니까?,6,1
우리 회사가 왜 지원자를 뽑아야 된다고 생각합니까?,6,1
입사를 위해 어떤 노력을 했습니까?,6,1
"ㅇㅇ활동을 하셨는데, 기억나는 일에 대해서 말해주세요.",7,1
본인의 갈등이나 좌절한 경험에 대해 말해주세요.,7,1
본인의 차별화된 강점이 있나요?,7,1
본인의 강점을 좋은 결과를 얻은 다른 사례가 있다면 무엇인가요?,7,1
본인의 장단점에 대해 말해주세요.,7,1
본인의 약점은 무엇이고 이를 극복한 경험은 있나요?,7,1
가장 크게 실패/성공했던 경험에 대해 말해주세요.,7,1
"이 결과가 나온 이유는 무엇이며, 결과를 도출하는 과정에서 발생한 문제는 어떻게 해결하였나요?",7,1
"팀 간의 역할 배분도 중요한데, 배분이 잘 되었다고 생각하나요?",7,1
본인은 팀 내에서 역할을 충실히 수행했다고 생각하나요?,7,1
기억에 남는 대학생활 경험에 대해 말해보세요.,7,1
본인의 의사결정 노하우는 무엇이 있습니까?,7,1
전공 선택 계기가 무엇인가요?,7,1
전공에서 가장 자신 있는 과목이 어떤 것이었나요?,7,1
전공을 어떻게 직무에서 활용할 수 있습니까?,7,1
"자신을 색깔로 표현한다면 어떤 색깔이고, 그 이유는 무엇입니까?",7,1
학업 이외에 시간이나 노력을 열정적으로 투자해 본 경험은 무엇입니까?,7,1
"가족 소개, 자랑해보세요.",7,1
"완벽성을 추구한다고 했는데, 이와 관련된 경험을 말해보세요.",7,1
본인의 성격을 한 단어로 표현하여 이를 역량과 연관 지어 말해보세요.,7,1
가장 소중하게 생각하는 것은 무엇입니까?,7,1
본인의 단점 3 가지만 이야기해주세요.,7,1
어떤 게임을 좋아하는가?,8,1
본인의 성격이나 업무 스타일에 특징이 있다면?,8,1
우리 회사에 지원한 이유는 무엇인가?,8,1
이직한 이유는 무엇인가?,8,1
즐겨하는 게임과 본인이 생각하는 그 게임의 개선해야 할 점이 무엇인가?,8,1
지금까지 어떤 프로젝트를 해봤나?,22,1
전 회사에서 진행했던 프로젝트의 아키텍처를 설명해 보라.,22,1
기반 인프라 서비스의 구성 요소들에 대해 설명해 보라.,22,1
살면서 힘들었던 점은 무엇인가??또 어떻게 극복했나?,22,1
실제로 게임을 해킹해본 적이 있는가?,22,1
운영체제 커널 분석을 수행해 본 적이 있나?,22,1
직접 만들어본 게임은 무엇이며 자신은 얼마나 기여했나?,22,1
자신이 제출한 포트폴리오를 설명해 보라.,22,1
마케팅 부서에서 계속 내용이 바뀌면 어떻게 대처할 것인가?,22,1
기존에 종사하던 사업군과 넥슨의 비즈니스 환경이 많이 다른데 어떻게 적응하고 극복할 생각인가?,22,1
최근 모바일 게임 시장에 대해 어떻게 생각하는가?,22,1
중국어로 된 글을 보여주며)?중국어가 특기인데 이 글을 번역해 보라.,22,1
게임을 기획한다면 어떤 게임을 기획하고 싶은가?,22,1
친구는 많은가??술은 잘 마시나?,22,1
시간이 촉박한 시험 기간에 어떻게 시간 관리를 했나?,22,1
인생에서 겪었던 갈등 중 가장 심각했던 것은 무엇인가?,22,1
게임이 출시되는 상황을 가정하고 생길 수 있는 문제에 대해 이야기해 보라.,22,1
사용할 줄 아는 프로그래밍 언어는 어떤 것들이 있으며 얼마나 하나?,22,1
팀 프로젝트를 할 때 의사소통에 문제가 있으면 어떻게 해결할 것인가?,22,1
중국에서 잘 되고 있는 모바일 게임은 무엇이 있나??왜 성공했을까?,22,1
화이트보드에 큐로 스택을 구현해 보라.,22,1
본인이 사용할 줄 아는 언어들의 차이점은 무엇인가?,22,1
프로세스와 스레드의 차이점은 무엇인가?,22,1
다음의 웹 관련 함수를 설명해 보라.,22,1
"왜 게임 기획자의 길을 선택했으며,?어떤 노력을 했나?",22,1
분간 자기 소개를 해봐라.,22,1
입사하면 어떤 일을 하게 될 것 같은가?,22,1
업데이트한 내용에 큰 문제가 생겼다면 어떻게 할 것인가?,22,1
본인이 지원한 직무가 무슨 일을 한다고 생각하나?,22,1
"다음과 같은 데이터 테이블이 있다고 할 때,?원하는 결과를 얻기 위해 테이블 내의 값들을 어떻게 활용해야 하는가?",22,1
과?POST의 차이는?,22,1
자신이 속할 팀이 어떤 일을 하는지 알고 있나?,23,1
주로 영감은 어디에서 받는가?,23,1
만약 자신이 게임 속에 있다면 어떤 역할을 할 것인가?,23,1
최근 감명 깊게 읽은 책은?,23,1
자신이 생각하는 리더란?,23,1
업무 시 분쟁이 발생했을 때 본인만의 대처법이 있나?,23,1
업무 중 스케쥴에 없던 일이 생길 때가 많다.?어떻게 대처할 것인가?,23,1
커뮤니케이션을 하는 나만의 스킬이 있다면?,23,1
포트폴리오에 대해?PT를 해달라.,23,1
각각 작업물에 대해서는 시간이 얼마나 소요되었나?,23,1
어려운 지시를 받으면 어떻게 하겠는가?,23,1
넥슨 관련 여혐 논란에 대해 어떻게 생각하나?,23,1
일상에서?UX를 경험한 적이 있는가?,23,1
디자인이 무엇이라고 생각하는가?,23,1
프트폴리오에 있는 프로젝트 시 어떤 문제들이 있었는지 설명해 보라.,23,1
왜 게임업계에 오게 되었나?,23,1
평소 작업할 때 어떤 디자인을 참고하나?,23,1
본인이 하고 싶은 디자인이 있는가?,23,1
업무량이 과다할 때 잘 버틸 수 있는가?,23,1
우리 회사 연봉이 기대보다 낮은데 괜찮겠나?,24,1
게임의 브랜드 마케팅은 어떻게 하는 것이 좋겠나?,24,1
현재 넥슨의 상황이 많이 어려운데 앞으로 어떻게 하면 좋은가?,24,1
온라인/모바일 게임 시장은 어떠한 상태인가?,24,1
향후 중국 및 북미 모바일 게임 시장 판도를 예측해 보라.,24,1
자신은 숫자와 창의 중 어떤 것에 더 가까운가?,24,1
태국 게임 시장에 대해 설명해 보라.,24,1
직무와 관련하여 자신 있는 것과 자신 없는 것은?,24,1
"경쟁에서 져본 적이 있는지, 그때 배운 점이 있다면?",9,1
유체역학에서 가장 중요한 공식이 무엇일까?,9,1
캡틴 아메리카와 아이언맨이 싸우면 어느 팀을 택할 것인지?,9,1
열역학적 원리를 적용해서 에너지 효율을 높이는 법은?,9,1
팀원들과 의견을 조율했던 경험이 있나?,9,1
다상 유동 분리기 과제를 진행하면서 힘든 점이 있었는지?,9,1
세부전공은 팀의 직무에 기여할 수 없는데 괜찮은지?,9,1
박사를 안 하고 석사까지 학위를 마친 이유는?,9,1
베스트샵을 방문해 본 적이 있는가??매니저에게 상담을 받아 보았는가?,9,1
제품의 가격을 낮춘다면 회사의 손익에 영향을 미치는데(올려야 하나 내려야 하나)?,9,1
면접관에게 직무와 관련해서 물어보고 싶은 것 있나?,9,1
에어컨의 원리에 대해 간단히 설명해라,9,1
구리의 부식에 대해 아는 것이 있는가?,9,1
실습은 어디서 하였고 학교에서 배운 것의 차이는 무엇이었나요?,10,1
최근에 읽은 기사는 무엇인가요?,10,1
입사 후 하고 싶은 것은 무엇인가요?,10,1
식자재 영업에 대해 아는 대로 설명하세요.,10,1
전공과 다른데 왜 지원하셨는지?,10,1
거래처를 어떻게 설득할 것인지?,10,1
프레시웨이를 처음 알게 된 계기는 무엇인가?,10,1
올리브*트웍스에 필요한 기술이 있다면 어떤 것이 필요할까?,11,1
은 무엇이라고 생각하는가?,11,1
다른 계열사가 아닌 이 계열사에 지원한 이유는??,11,1
올리*영에 근무하게 되면 어떤 업무를 하는지 아시나요?,11,1
마케팅이 무엇이라고 생각하십니까?,12,1
방송 중 마케팅이 잘 안 됐다고 생각하는 것은 무엇인가요?,12,1
사람 만나는 게 힘들지 않은가요?,12,1
중국에서 프로그램을 제작한다면 잘 될 것 같은 콘텐츠는 무엇인가?,12,1
콘텐츠 중 가장 재밌게 본 것?&?가장 아쉬운 것에 대해 말해보세요.,12,1
영화관 부가사업 매출 확대방안을 제시해보세요,12,1
다른 지원자들 말고 지원자가 뽑혀야 하는 이유가 있는가?,12,1
부대행사를 기획해보세요,12,1
의 경쟁사는?,12,1
에 대하여 알고 있는 것을 말하시오,13,1
직무를 수행하며 어떤 게 제일 중요하다고 생각하나요?,13,1
물류란 무엇인가요?,13,1
물류업에서 중요한 역량은 무엇인가요?,13,1
직무와 관련된 경험이 있나요?,13,1
직무에 지원한 이유가 뭔가요?,13,1
워라밸에 대해 어떻게 생각합니까?,13,1
물류의 미래는 어떨 것 같은가요?,13,1
"정장 대신,?비즈니스 캐주얼을 입은 이유는?",14,1
영어 점수가 낮은데 학교 영어 성적이 높은 이유는?,14,1
본인이 창의성이 있는 지원자라 생각하는가?,14,1
"교환학생을 다녀오지 않았는데,?해외 업무에 지장이 없을지?",14,1
주?52시간 근무제에 대해 어떻게 생각하는지?,14,1
이 면접이 떨어지면 어떨 것 같은지?,14,1
삼*전자 외에 지원한 기업이 있는지?,14,1
삼*전자와?SK하이닉스 둘 다 붙으면 어디를 선택할 건지?,14,1
휴학 기간 뭘 했는지?,14,1
본인이 하고 싶은 업무가 있다면?,14,1
자신의 학과에 대해 자랑을 해보세요.,14,1
반도체 공부는 어디서 했나요?,14,1
본인은 리더형인지 팔로워형인지 설명해라,14,1
지원한 분야가 본인하고 잘 안 맞으면 어떻게 할 것인가?,14,1
전공과 다른 분야인데 지원한 이유는 무엇인지?,14,1
본인이 직무를 수행함에 있어 어떤 장점이 있는지?,14,1
회사에서 중요하다고 생각하는 가치가 무엇인가요?,14,1
새벽?2시에 기계가 고장 났는데 선배가 없어요.?어떡할 건가요?,14,1
새벽이라 전화를 안 받는다면 어떡하죠?,14,1
본인과 선배가 현장에서 일을 한다면 본인은 무엇을 할 것이죠?,14,1
본인 직무에 맞지 않는 일을 한다면 어떡할 건가요?,14,1
"대외활동이 많은데,?학업과 어떻게 병행했나?",14,1
페러데이의 전자 유도 법칙과 렌츠의 법칙에 관해 설명해 주세요.,14,1
"천장크레인 자격증이 있는데 무슨 일을 하고,?운전이 가능한지?",14,1
친구를 사귈 때 가장 중요하게 생각하는 부분은?,14,1
내가 남들보다 뛰어나다고 생각하는 점은?,14,1
신*은 다른 금융이랑 다른데 무엇이 다른지 아는가?,15,1
신* 상품에 무엇이 있는가?,15,1
일하면서 가장 어려울 것으로 예상되는 건??그리고 어떻게 대처 할 것인가?,15,1
우리 지점 앞에 현수막이 뭐가 있는가??자세히 말해봐라,15,1
새마을금고가 금리를 올린다면??우리는 어떻게 해야 하나?,15,1
같은 상품이고 조건이 다 같은데 다른 지점에서 상품가격을 낮춘다면?,15,1
경쟁 마을금고가?4%금리를 주면 어떻게 대처할 것인가?,15,1
"공제를 몇 개 정도 팔 수 있냐?,?누구한테 팔 것인가?",15,1
자신이 가장 잘 팔 수 있는 우리 신* 상품?,15,1
시중 은행에 비해 우리 신*이 부족하다고 생각하는 것은??그 해결방안은?,15,1
해당 지역 신*의 최근 기사를 알고 있는가?,15,1
"최근 읽은 기사가 뭐냐,?그에 대한 당신의 생각은?",15,1
본인이 면접관이라면 뭘 묻겠는가? 3?가지씩 묻고 답해 봐라,15,1
신*인으로서 가장 필요하다고 생각하는 것은?,15,1
일을 하다 보면 상사와 트러블이 생길 수 있는데 어떻게 할 것 인가??또는 상사가 혼내면 기분 나쁘지 않을까?,15,1
신*에서 무얼 제일 자신 있게 할 수 있나?,15,1
엘리베이터에 탔는데 사람들이 등을 돌리고 있다.?어떻게 할 것인가?,15,1
와 신* 상품의 장단점?,15,1
우리 신*이 당신을 채용하지 않으면 왜 손해인가?,15,1
신*의 역사에 대해서 아는 대로 말해 보시오,15,1
"열정,?가족,?돈,?실적,?동료와의 친밀도 이중에 중요한 순서대로 나열해보고 그 이유는?",15,1
"인생관,?자기의 장점을 통해 이뤄낸 일들",15,1
우리나라를 대표할 무엇을 홍보하고 싶은가??그렇다면 한전에서 좀 더 홍보했으면 하는 점은?,16,1
학과에서 무엇을 배웠나??그 학과가 한전의 사업 부서나 프로젝트와 무슨 관련이 있나?,16,1
혼자서 타지로 발령을 받았는데 상사들은 모두?1년 미만의 직원들이고 제일 윗 상사는 다른 지사 발령을 신청한 상태이다.?그런데 그 지사에서 새로 사업을 시작해서 전례를 공부하거나 자료를 구할 수 없는 상황이라면 어떻게 대처하겠는가?,16,1
"신입직원의 워라밸,?어떻게 되어야 맞다고 생각하는가?",16,1
운동을 했다고 했는데 무슨 운동을 얼마나 했나?,16,1
누진세가 뭔지 알고 있나?,16,1
본인이 알고 있는 한전에서 하는 일은?,16,1
한전이 수행하고 있는 사업에 대해서 잘 알고 있나?,16,1
한전이 하고 있는 해외 사업 알고 있냐?,16,1
단체활동 할 때 주의해야 한다고 생각하는 점은?,16,1
성과연봉제란 무엇인지 아느냐??개인적 견해는?,16,1
임금피크제의 개념과 효과는?,16,1
"본인의 기획안을 소개하라, 채택 요인은 무엇이라고 생각하나?",16,1
본인이 느낀 에너지 공기업의 기업문화의 장점과 단점을 하나씩 말해본다면?,16,1
대인관계에 있어 본인의 부족한 점이 있는가??있다면 어떻게 극복하고 있는가?,16,1
자원봉사 하면서 팀장을 했다고 되어있는데 조직의 팀장이 갖춰야 할 덕목 중에 가장 중요한 덕목과 이유는?,16,1
일과 가정의 몇 대 몇 비율로 일할 것인가?,16,1
변압기 고장의 원인이 고양이였다.?어떻게 할 것인가?,16,1
창의란 무엇인가??자신이 창의적이었던 경험은?,16,1
한전에 와서 무슨 일을 하고 싶은가?,16,1
고민이 있을 때 누구와 상담하는가?,16,1
한전 광주전남지역에 지사가 총 몇 군데인가?,16,1
인생에서 가치 있게 생각하는 것은 무엇인가,16,1
어제 한전 주가는 얼마인가?,16,1
최근 읽었던 신문기사에 대해 말해보시오,16,1
한전에 관련된 신문기사에 대해 말해보시오,16,1
고객만족을 증진시키기 위한 대책은 무엇인가?,16,1
아르바이트 경험이 있는가?,16,1
발전소를 본 적이 있는가?,16,1
한전 입사를 위해 가장 필요하다고 생각하는 역량은 무엇인가?,16,1
가장 이상적인 동료 관계란?,16,1
힘들었던 경험에 대해 말해보시오.,16,1
인턴 경험이 지원자에게 어떤 영향을 줬는가?,16,1
정전 사태에 대한 생각?,16,1
요즘 청년들이 공기업을 선호하는 이유는?,16,1
스마트 그리드란 무엇인가?,16,1
조직 문화란 무엇인가?,16,1
공기업이란 무엇이라고 생각하나?,16,1
한전에서 펼칠 수 있는 본인의 역량은 무엇인가?,16,1
평창 올림픽과 관련하여 지역 특성을 살릴 수 있는 콘텐츠는?,26,1
위기 관리 경험이 있나요?,26,1
입사하면 어떤 사람이 되고 싶나요?,26,1
기존과 다른 업무 스타일에 적응할 수 있나요?,26,1
무슨 프로그램을 개발하고 싶나요?,22,1
의 차이가 무엇인가요?,22,1
지구의 질량을 더하기로 구하라,22,1
검색을 많이 하나요?,22,1
"다음,?네이버,?구글 검색을 비교해서 설명한다면?",22,1
년 뒤 본인의 모습은?,25,1
과거 일을 할 때 스스로 개선한 업무적인 부분은?,25,1
가장 어려웠던 커뮤니케이션 경험은?,25,1
왜 우리?L*에 지원하게 되었는가?,17,1
업무와 무관한 일을 시켜도 잘 수행할 것인가?,17,1
입사 후 보고서를 만들어 보고하는 경우가 생긴다면 어떤 식으로 준비를 할 것인가?,17,1
전형 과제로)기획한 프로그램은 어떤 경위로 기획하게 되었는지 설명하라.,17,1
분 자기소개,18,1
회사가 나를 뽑아야 하는 이유에 대해서 말해보라,18,1
직장상사와의 갈등상황을 어떻게 대처할 것인가,18,1
의 발달이 유통업에 어떤 영향을 끼쳤는가?,18,1
최근 신세계 스타필드가 주목을 받고 있다.?스타필드와 비교하여 현*백화점이 갖춰야 할 경쟁력은?,18,1
"면세점 입주를 앞두고 있는데,?앞으로 면세점이 현*백화점에 끼칠 영향은?",18,1
구체적으로 어느 플로어에서 근무하고 싶은가?,18,1
정말 독하다 싶을 정도로 매달려 본 일이 있는가?,18,1
좋다고 생각했던 백화점 마케팅 사례가 있는지,18,1
유통업 지원 동기는?,18,1
유통업에 있어서 본인의 강점,18,1
노사 분규에 대해서 어떻게 생각하는가?,19,1
현대에서 나오는 차 이름을 말하라.,19,1
입사 후의 자세와 각오를 말하라.,19,1
현대자동차의 디자인에 대한 본인의 느낌은?,19,1
현대*비스는 전기차 사업을 해야 하는가??,20,1
현대*비스가 다른 나라에서 어떤 새로운 사업을 할 수 있겠는가?,20,1
현대동차가 아닌 현대*비스에 지원한 지원동기가 무엇인가?,20,1
"우리회사 매출액이 연결기준,?개별기준으로 각각 얼마인가?",20,1
다른 사람을 설득해 본 경험이 있는가?,20,1
상사가 법적으로 명백한 부당행위를 지시한다면 어떻게 하겠는가?,20,1
임직원 자녀 가산점을 노조와 구직자 입장에서 각각 설명해보라,20,1
간단하게 자신의 연구 분야를 설명하고 자신이 모비스에 어떻게 기여할 수 있는지에 대해 설명해보세요,20,1
취미가 무엇인지 영어로 말해보세요,20,1
영어공부는 어느 정도 하는지 영어로 말해보세요,20,1
오늘 면접 올때 뭐 타고 왔는지 영어로 말해보세요,20,1
마지막으로 하고 싶은 말을 해보세요,20,1
관심 있게 들은 과목은 무엇인가??그 과목에 대해 설명해보세요,20,1
어떠한 직무를 하고 싶은지 말하고 그에 대한 배경이 어떤 것인지 스피치해보세요,20,1
회사가 나를 뽑아야 하는 이유에 대해서 말해보라,21,1
직장상사와의 갈등상황을 어떻게 대처할 것인가,21,1
오퍼레이터와 메인터넌스의 차이점에 대해서 말해보라,21,1
왜?SK하이닉스인가?,21,1
오퍼레이터로서 일하게 될 때 예상되는 문제점은 무엇인가?,21,1
하이닉스의 핵심 가치에 대한 질문?(핵심 가치 아는가?),21,1
구체적으로 어느 라인에서 근무하고 싶은가?,21,1
정말 독하다 싶을정도로 매달려 본 일이 있는가?,21,1
리더쉽을 발휘한 경험을 말해달라?,21,1
매일 신문을 보십니까?,27,1
신문을 보면 가장 먼저 어떤 면을 보십니까?,27,1
만약 하기 싫은 일이 주어진다면 어떻게 하시겠습니까?,27,1
친구가 많습니까?,27,1
사회봉사활동을 한 경험에 대해 말씀해 보십시오.?,27,1
시사문제(자동차?10부제 운행 등)에 대한 집단토의,27,1
장기적으로 볼 때 가격의 결정 요인이 되는 것은 무엇입니까??,27,1
공개 시장정책에 대해 말해 보십시오.,27,1
평소 신조로 삼고 있는 좌우명은 무엇입니까?,27,1
증권회사의 업무내용이 무엇인지 알고 계십니까?,27,1
대학에서 배운 학문을 증권업무에 어떻게 활용하시겠습니까?,27,1
가입이 우리 경제에 미치는 영향에 대해 말씀해 주십시오.,27,1
당시에 대해 어떤 이미지를 갖고 있습니까??,27,1
학교생활 중 가장 슬펐던 일은 무엇입니까?,27,1
세계에서 가장 좋은 항공사는 어디라고 생각합니까?,27,1
좋아하는 과목은 무엇이었습니까?,27,1
시중은행과 특수은행의 차이점에 대해 말해보시오.,27,1
좋아하는 운동은 무엇입니까?,27,1
영어로 자기소개를 해보시오.?,27,1
귀하의 생활신조는 무엇입니까?,27,1
간단히 자기?PR을 해보시오.,27,1
기독생활에 충실합니까?,27,1
귀하는 조직과 의견이 일치하지 않을 경우 어떻게 하겠습니까?,27,1
최근 읽은 책의 제목과 느낀 소감은?,27,1
"입사하게 되었을 경우,?회사에 바라고 싶은 것이 있다면 말해 보십시오.?",27,1
다국적 기업에 대해 어떻게 생각하는가?,27,1
자신의 컴퓨터 실력은 어느 정도라고 생각하는가?,27,1
지금까지 살아온 일 중에서 자기에게 변화를 준 사건이 있다면 그 이유는 무엇입니까?,27,1
한국은행과 시중은행의 다른 점을 말해보시오.,27,1
